 -2.562 -2.878 -2.836 -2.452 -1.859 -1.265 -0.877 -0.831 -1.142 -1.703 -2.317 -4.047
 3.295 2.732 2.119 1.670 1.541 1.778 2.298 2.919 3.424 3.638 3.484 3.224
